of,contrato,empenho,empresa,cnpj,ano,ptres,plano_interno,processo,ted,bem,area,macro_area,intervencao,quantidade,parlamentar,rec_int,pregao,valor_unit,estado,municipio,latitude,longitude,beneficiario,cnpj_bene,contato,telefone,vencimento,responsavel_pela_informacao,entrega_realizada_pelo_fornecedor,processo_pagamento,pagamento,chassi_bt,chassi,serie_bt,serie,placa_bt,placa,ebm,ebm_bt,localizacao,punicao,obs_punicao,doacao,proc_doacao,status_doacao,termo_doacao,data_doacao,detalhe_da_doacao,data_ces,vencimento_do_encago,encargo,encargo_pagamnto,status_vencimento,det_enc,analista_responsavel,localizacao_do_bem,termo_publicado,entrega_fisica,baixa,data_entrega,of_emissao,metodo_doacao,intermedio,evento,item,marca,evento_realizado
7.0258/2019,NULL,2019NE570743,KOHLER IMPLEMENTOS AGRICOLAS LTDA,92.264.472/0001-70,2019,152161 - 15.244.1025.7k66.0022 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - No Estado do Piauí,37440004PI2 - EMENDA - REJANE DIAS,59570.000866/2019-17,NULL,Grade Aradora 14/26,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,REJANE DIAS,Não,09/2019 - 7ª SR,13200,PI,Teresina,-5.090657,-42.800133,OBRA KOLPING ESTADUAL DO PIAUÍ,06.683.692/0001-04,,,NULL,,Sim,,Pago,Não,,Não,,Não,,,Não,NULL,Não,NULL,Sim,,Termo de Doação,7.131.00/2020,2021-04-15,Doado em 15/04/2021.,NULL,NULL,Isento,Não,NULL,,Rogério Cardoso,BENEFICIÁRIO,Sim,Sim,Sim,2021-04-15,Emitida,Direta,NULL,NULL,NULL,,Sim
7.0127/2019,NULL,2019NE570403,COMERCIAL LICITA LTDA,15.513.036/0001-46,2019,152126 - 15.244.2029.7k66.0022 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - No Estado do Piauí,30650005PI2 - Emenda - Capitão Fábio Abreu-PI,59570.000663/2019-21,NULL,Carreta Agrícola em madeira 4T,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,FÁBIO ABREU,Não,39/2018 - 1ª SR,6930,PI,Teresina,-5.090657,-42.800133,ASSOCIAÇÃO DE TRABALHADORES E TRABALHADORAS RURAIS DO ASSENTAMENTO 17 DE ABRIL - ATRA-17,07.910.688/0001-96,,,NULL,,Sim,,Pago,Não,,Não,,Não,,,Não,NULL,Não,NULL,Sim,,Termo de Doação,7.020.00/2020,2020-11-03,Doado em 03/11/2020. Termo de doação nº ,NULL,NULL,Isento,Não,NULL,,Rogério Cardoso,BENEFICIÁRIO,Sim,Sim,Sim,2020-06-25,Emitida,Direta,NULL,NULL,NULL,,Sim
7.0284/2019,NULL,2019NE570789,COMERCIAL CEDRO EIRELI,10.732.150/0001-43,2019,157333 - 15.244.2029.7k66.0001 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - Nacional ,"MDR-PLN18 - PLN/18 - LEI Nº 13.888, 17/10/2019",59570.000866/2019-17,TED 060/2019 - SRDU,Motocultivadores 05 CV,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,TED 05/2019 MDR,Não,09/2019 - 7ª SR,5792,PI,Teresina,-5.090657,-42.800133,A DEFINIR,NULL,,NULL,0000-00-00,,Não,,NULL,Não,,Não,NULL,Não,NULL,,Não,NULL,Sim,OF enviado a empresa para assinatura em 20/01/201. Fornecedora não entregou o bem,Não,NULL,Item Não Fornecido,NULL,0000-00-00,,0000-00-00,0000-00-00,Isento,NULL,NULL,,Rogério Cardoso,,Não,Não,Não,NULL,Emitida,Direta,NULL,NULL,NULL,,Não
7.0349/2019,NULL,2019NE570917,COMERCIAL LICITA LTDA,15.513.036/0001-46,2019,152161 - 15.244.1025.7k66.0022 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - No Estado do Piauí,37440004PI2 - EMENDA - REJANE DIAS,59570.001809/2019-55,NULL,Picadeira ensiladeira,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,REJANE DIAS,Não,04/2019 - 3ª SR,7300,PI,Teresina,-5.090657,-42.800133,OBRA KOLPING ESTADUAL DO PIAUÍ,06.683.692/0001-04,,,NULL,,Sim,,Pago,Não,,Não,,Não,,,Não,NULL,Não,NULL,Sim,,Termo de Doação,7.131.00/2020,2021-04-15,Doado em 15/04/2021. Termo de Doação nº  ,NULL,NULL,Isento,Não,NULL,,Rogério Cardoso,BENEFICIÁRIO,Sim,Sim,Sim,2022-01-18,Emitida,Direta,NULL,NULL,NULL,,Sim
7.0324/2019,NULL,2019NE570864,CNH INDUSTRIAL BRASIL LTDA,01.844.555/0023-98,2019,157333 - 15.244.2029.7k66.0001 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - Nacional,"MDR-PLN18 - PLN/18 - LEI Nº 13.888, 17/10/2019",59570.001809/2019-55,TED 060/2019 - SRDU,"Trator agrícola 75 CV, 4x4",Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,FÁBIO ABREU,Não,04/2019 - 3ª SR,73800,PI,Teresina,-5.090657,-42.800133,ASSOCIAÇÃO DOS PEQUENOS PRODUTORES RURAIS DO POVOADO AVE VERDE - ASPROVERDE,15.081.296/0001-90,Raimundo (presidente) 99403-2372,,NULL,,Sim,,Pago,Sim,CHASSI: HCCZTT75KKCJ88514,Não,,Não,,,Não,NULL,Não,NULL,Sim,,Termo de Doação,7.033.00/2021,2021-08-16,Doado em 16/08/2021. Termo de doação nº  ,NULL,NULL,Isento,Não,NULL,,Rogério Cardoso,BENEFICIÁRIO,Sim,Sim,Sim,2021-09-06,Emitida,Direta,NULL,NULL,NULL,,Sim
7.0285/2019,NULL,2019NE570790,SANIGRAN LTDA - ME,15.153.524/0001-90,2019,157333 - 15.244.2029.7k66.0001 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - Nacional ,"MDR-PLN18 - PLN/18 - LEI Nº 13.888, 17/10/2019",59570.000866/2019-17,TED 060/2019 - SRDU,"Carreta em madeira, 250 kg",Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,TED 05/2019 MDR,Não,09/2019 - 7ª SR,2880.25,PI,Teresina,-5.090657,-42.800133,A DEFINIR,NULL,,NULL,0000-00-00,,Não,,NULL,Não,,Não,NULL,Não,NULL,,Não,NULL,Sim,O.F assinada em 12/03/2020. Fornecedora não entregou o bem,Não,NULL,Item Não Fornecido,NULL,0000-00-00,,0000-00-00,0000-00-00,Isento,NULL,NULL,,Rogério Cardoso,,Não,Não,Não,NULL,Emitida,Direta,NULL,NULL,NULL,,Não
7.0326/2019,NULL,2019NE570866,KOHLER IMPLEMENTOS AGRICOLAS LTDA,92.264.472/0001-70,2019,157333 - 15.244.2029.7k66.0001 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - Nacional,"MDR-PLN18 - PLN/18 - LEI Nº 13.888, 17/10/2019",59570.001809/2019-55,TED 060/2019 - SRDU,Grade Aradora 14/26,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,FÁBIO ABREU,Não,04/2019 - 3ª SR,13000,PI,Teresina,-5.090657,-42.800133,ASSOCIAÇÃO DOS PEQUENOS PRODUTORES RURAIS DO POVOADO AVE VERDE - ASPROVERDE,15.081.296/0001-90,Raimundo (presidente) 99403-2372,,NULL,,Sim,,Pago,Não,,Não,,Não,,,Não,NULL,Não,NULL,Sim,,Termo de Doação,7.033.00/2021,2021-08-16,Doado em 16/08/2021. ,NULL,NULL,Isento,Não,NULL,,Rogério Cardoso,BENEFICIÁRIO,Sim,Sim,Sim,2021-09-06,Emitida,Direta,NULL,NULL,NULL,,Sim
7.0075/2019,NULL,2019NE570303,CNH INDUSTRIAL BRASIL LTDA,01.844.555/0023-98,2019,152126 - 15.244.2029.7k66.0022 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - No Estado do Piauí,30650005PI2 - Emenda - Capitão Fábio Abreu-PI,59570.000846/2019-46,NULL,"Trator agrícola 75 CV, 4x4",Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,FÁBIO ABREU,Não,04/2018 - 3ª SR,78000,PI,Teresina,-5.090657,-42.800133,ASSOCIAÇÃO DE TRABALHADORES E TRABALHADORAS RURAIS DO ASSENTAMENTO 17 DE ABRIL - ATRA-17,07.910.688/0001-96,,,NULL,,Sim,59570.001174/2019-96,Pago,Sim,HCCZTT75EKCJ88892,Não,,Não,,,Não,NULL,Não,NULL,Sim,,Termo de Doação,7.190.00/2019,2019-12-12,Doado em 12/12/2019. Termo de doação nº .,NULL,NULL,Isento,Não,NULL,,Rogério Cardoso,BENEFICIÁRIO,Sim,Sim,Sim,2020-06-25,Emitida,Direta,NULL,NULL,NULL,,Sim
7.0324/2019,NULL,2019NE570864,CNH INDUSTRIAL BRASIL LTDA,01.844.555/0023-98,2019,157333 - 15.244.2029.7k66.0001 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - Nacional,"MDR-PLN18 - PLN/18 - LEI Nº 13.888, 17/10/2019",59570.001809/2019-55,TED 060/2019 - SRDU,"Trator agrícola 75 CV, 4x4",Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,FÁBIO ABREU,Não,04/2019 - 3ª SR,73800,PI,Teresina,-5.090657,-42.800133,ASSOCIAÇÃO DOS AGRICULTORES FAMILIARES DO ASSENTAMENTO SANTANA NOSSA ESPERANÇA,09.043.808/0001-20,,,NULL,,Sim,,Pago,Sim,CHASSI: HCCZTT75KKCJ87758,Não,,Não,,,Não,NULL,Não,NULL,Sim,,Termo de Doação,7.163.00/2020,2020-11-17,Doado em 17/11/2020. Termo de Doação nº ,NULL,NULL,Isento,Não,NULL,,Rogério Cardoso,BENEFICIÁRIO,Sim,Sim,Sim,2021-06-11,Emitida,Direta,NULL,NULL,NULL,,Sim
7.0113/2019,NULL,2019NE570389,FACILITA SERVIÇOS VENDA E ASSISTÊNCIA TÉCNICA LTDA,10.304.614/0001-10,2019,152126 - 15.244.2029.7k66.0022 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - No Estado do Piauí,30650005PI2 - Emenda - Capitão Fábio Abreu-PI,59570.000850/2019-12,NULL,Carreta tanque 3.500 L,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,FÁBIO ABREU,Não,04/2018 - 3ª SR,14800,PI,Teresina,-5.090657,-42.800133,ASSOCIAÇÃO DE TRABALHADORES E TRABALHADORAS RURAIS DO ASSENTAMENTO 17 DE ABRIL - ATRA-17,07.910.688/0001-96,,,NULL,,Sim,,Pago,Não,,Não,,Não,,,Não,NULL,Não,NULL,Sim,,Termo de Doação,7.020.00/2020,2020-11-03,Doado em 03/11/2020. Termo de doação nº ,NULL,NULL,Isento,Não,NULL,,Rogério Cardoso,BENEFICIÁRIO,Sim,Sim,Sim,2020-06-25,Emitida,Direta,NULL,NULL,NULL,,Sim
7.0284/2019,NULL,2019NE570789,COMERCIAL CEDRO EIRELI,10.732.150/0001-43,2019,157333 - 15.244.2029.7k66.0001 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - Nacional ,"MDR-PLN18 - PLN/18 - LEI Nº 13.888, 17/10/2019",59570.000866/2019-17,TED 060/2019 - SRDU,Motocultivadores 05 CV,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,TED 05/2019 MDR,Não,09/2019 - 7ª SR,5792,PI,Teresina,-5.090657,-42.800133,A DEFINIR,NULL,,NULL,0000-00-00,,Não,,NULL,Não,,Não,NULL,Não,NULL,,Não,NULL,Sim,OF enviado a empresa para assinatura em 20/01/201. Fornecedora não entregou o bem,Não,NULL,Item Não Fornecido,NULL,0000-00-00,,0000-00-00,0000-00-00,Isento,NULL,NULL,,Rogério Cardoso,,Não,Não,Não,NULL,Emitida,Direta,NULL,NULL,NULL,,Não
7.0284/2019,NULL,2019NE570789,COMERCIAL CEDRO EIRELI,10.732.150/0001-43,2019,157333 - 15.244.2029.7k66.0001 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - Nacional ,"MDR-PLN18 - PLN/18 - LEI Nº 13.888, 17/10/2019",59570.000866/2019-17,TED 060/2019 - SRDU,Plantadeira adubadeira de 01 linha,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,TED 05/2019 MDR,Não,09/2019 - 7ª SR,2500,PI,Teresina,-5.090657,-42.800133,A DEFINIR,NULL,,NULL,0000-00-00,,Não,,NULL,Não,,Não,NULL,Não,NULL,,Não,NULL,Sim,OF enviado a empresa para assinatura em 20/01/201. Fornecedora não entregou o bem,Não,NULL,Item Não Fornecido,NULL,0000-00-00,,0000-00-00,0000-00-00,Isento,NULL,NULL,,Rogério Cardoso,,Não,Não,Não,NULL,Emitida,Direta,NULL,NULL,NULL,,Não
7.0285/2019,NULL,2019NE570790,SANIGRAN LTDA - ME,15.153.524/0001-90,2019,157333 - 15.244.2029.7k66.0001 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - Nacional ,"MDR-PLN18 - PLN/18 - LEI Nº 13.888, 17/10/2019",59570.000866/2019-17,TED 060/2019 - SRDU,"Carreta em madeira, 250 kg",Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,TED 05/2019 MDR,Não,09/2019 - 7ª SR,2880.25,PI,Teresina,-5.090657,-42.800133,A DEFINIR,NULL,,NULL,0000-00-00,,Não,,NULL,Não,,Não,NULL,Não,NULL,,Não,NULL,Sim,O.F assinada em 12/03/2020. Fornecedora não entregou o bem,Não,NULL,Item Não Fornecido,NULL,0000-00-00,,0000-00-00,0000-00-00,Isento,NULL,NULL,,Rogério Cardoso,,Não,Não,Não,NULL,Emitida,Direta,NULL,NULL,NULL,,Não
7.0353/2019,NULL,2019NE570922,MANUPA COMERCIO DE EQUIPAMENTOS E FERRAMENTAS EIRELI,03.093.776/0001-91,2019,157333 - 15.244.2029.7k66.0001 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - Nacional ,"MDR-PLN48 - PLN/48 - LEI Nº 13.955, 16/12/2019",59570.001818/2019-46,TED 112/2019 - SDR/MDR,Van 15 lugares,"Caminhões, veículos leves de carga e utilitários","Caminhões, veículos leves de carga e utilitários",Máquinas e equipamentos,TRUE,MDR PLN 48,Não,34/2018 - 2ª SR,170802.33,PI,Teresina,-5.090657,-42.800133,CODEVASF 7 SR,00.399.857/0025-01,,NULL,0000-00-00,,Sim,,Pago,Não,,Não,NULL,Não,NULL,,Não,Sede Codevasf 7 SR,Não,NULL,Não,NULL,Item Interno,NULL,0000-00-00,,0000-00-00,0000-00-00,Não Isento,NULL,NULL,,Rogério Cardoso,Codevasf 7 SR,Não,Não,Não,NULL,Emitida,Direta,NULL,NULL,NULL,,Não
7.0225/2019,NULL,2019NE570659,CNH INDUSTRIAL BRASIL LTDA,01.844.555/0023-98,2019,152161 - 15.244.1025.7k66.0022 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - No Estado do Piauí,37440004PI2 - EMENDA - REJANE DIAS,59570.001224/2019-35,NULL,"Trator agrícola 75 CV, 4x4",Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,REJANE DIAS,Não,04/2018 - 3ª SR,78000,PI,Teresina,-5.090657,-42.800133,OBRA KOLPING ESTADUAL DO PIAUÍ,06.683.692/0001-04,,,NULL,,Sim,,Pago,Sim,HCCZTT75JKCJ88706,Não,,Não,,,Não,NULL,Não,NULL,Sim,,Termo de Doação,7.131.00/2020,2021-04-15,Doado em 15/04/2021. ,NULL,NULL,Isento,Não,NULL,,Rogério Cardoso,BENEFICIÁRIO,Sim,Sim,Sim,2021-04-15,Emitida,Direta,NULL,NULL,NULL,,Sim
7.0368/2019,NULL,2019NE570956 e 2019NE570960,HPE AUTOMOTORES DO BRASIL LTDA,54.305.743/0011-70,2019,157333 - 15.244.2029.7k66.0001 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - Nacional ,"MDR-PLN48 - PLN/48 - LEI Nº 13.955, 16/12/2019 / 00PA4042PI1 - EMENDA - MARCO AURÉLIO SAMPAIO",59570.001822/2019-12,NULL,"Pick Up com 4 portas, 4x4, câmbio automático","Caminhões, veículos leves de carga e utilitários","Caminhões, veículos leves de carga e utilitários",Máquinas e equipamentos,TRUE,TED 46/2019 e 112/2019,Não,46 e 112/2019 - 7ª SR,128550,PI,Teresina,-5.090657,-42.800133,CODEVASF 7 SR,00.399.857/0025-01,,NULL,0000-00-00,,Sim,,Pago,Não,,Não,NULL,Não,NULL,,Não,Sede Codevasf 7 SR,Não,NULL,Não,NULL,Item Interno,NULL,0000-00-00,,0000-00-00,0000-00-00,Não Isento,NULL,NULL,,Rogério Cardoso,Codevasf 7 SR,Não,Não,Não,NULL,Emitida,Direta,NULL,NULL,NULL,,Não
7.0328/2019,NULL,2019NE570868,AGROINDUSTRIAL FREITAS LTDA EPP,21.344.856/0001-54,2019,157333 - 15.244.2029.7k66.0001 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - Nacional,"MDR-PLN18 - PLN/18 - LEI Nº 13.888, 17/10/2019",59570.001809/2019-55,TED 060/2019 - SRDU,Guincho agrícola,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,FÁBIO ABREU,Não,04/2019 - 3ª SR,740,PI,Teresina,-5.090657,-42.800133,ASSOCIAÇÃO DOS PEQUENOS PRODUTORES RURAIS DO POVOADO AVE VERDE - ASPROVERDE,15.081.296/0001-90,Raimundo (presidente) 99403-2372,,NULL,,Sim,,Pago,Não,,Não,,Não,,,Não,NULL,Não,NULL,Sim,,Termo de Doação,7.033.00/2021,2021-08-16,Doado em 16/08/2021. Termo de doação nº  ,NULL,NULL,Isento,Não,NULL,,Rogério Cardoso,BENEFICIÁRIO,Sim,Sim,Sim,2021-09-06,Emitida,Direta,NULL,NULL,NULL,,Sim
7.0295/2019,NULL,2019NE570819,MOTOBEL MOTORES DE BELEM LTDA,04.978.201/0001-19,2019,157333 - 15.244.2029.7k66.0001 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - Nacional ,"MDR-PLN18 - PLN/18 - LEI Nº 13.888, 17/10/2019",59570.000866/2019-17,TED 060/2019 - SRDU,Plantadeira adubadeira de 04 linhas,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,FÁBIO ABREU,Não,09/2019 - 7ª SR,15500,PI,Teresina,-5.090657,-42.800133,ASSOCIAÇÃO DOS PEQUENOS PRODUTORES RURAIS DO POVOADO AVE VERDE - ASPROVERDE,15.081.296/0001-90,Raimundo (presidente) 99403-2372,,NULL,,Sim,59570.000459/2020-43,Pago,Não,,Não,,Não,,,Não,NULL,Não,NULL,Sim,,Termo de Doação,7.033.00/2021,2021-08-16,Doado em 16/08/2021. Termo de doação nº ,NULL,NULL,Isento,Não,NULL,,Rogério Cardoso,BENEFICIÁRIO,Sim,Sim,Sim,2021-09-06,Emitida,Direta,NULL,NULL,NULL,,Sim
7.0344/2019,NULL,2019NE570900,AGROINDUSTRIAL FREITAS LTDA EPP,21.344.856/0001-54,2019,157333 - 15.244.2029.7k66.0001 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - Nacional,"MDR-PLN18 - PLN/18 - LEI Nº 13.888, 17/10/2019",59570.001809/2019-55,TED 060/2019 - SRDU,Carreta madeira 1 T,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,FÁBIO ABREU,Não,04/2019 - 3ª SR,3000,PI,Teresina,-5.090657,-42.800133,ASSOCIAÇÃO DOS PEQUENOS PRODUTORES RURAIS DO POVOADO AVE VERDE - ASPROVERDE,15.081.296/0001-90,Raimundo (presidente) 99403-2372,,NULL,,Sim,,Pago,Não,,Não,,Não,,,Não,NULL,Não,NULL,Sim,,Termo de Doação,7.033.00/2021,2021-08-16,Doado em 16/08/2021. ,NULL,NULL,Isento,Não,NULL,,Rogério Cardoso,BENEFICIÁRIO,Sim,Sim,Sim,2024-07-05,Emitida,Direta,NULL,NULL,NULL,,Sim
7.0092/2019,NULL,2019NE570350,KOHLER IMPLEMENTOS AGRICOLAS LTDA,92.264.472/0001-70,2019,152126 - 15.244.2029.7k66.0022 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - No Estado do Piauí,30650005PI2 - Emenda - Capitão Fábio Abreu-PI,59570.000672/2019-11,NULL,Grade Aradora 14/26,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,FÁBIO ABREU,Não,04/2018 - 3ª SR,13450,PI,Teresina,-5.090657,-42.800133,ASSOCIAÇÃO DE TRABALHADORES E TRABALHADORAS RURAIS DO ASSENTAMENTO 17 DE ABRIL - ATRA-17,07.910.688/0001-96,,,NULL,,Sim,59570.001420/2019-18,Pago,Não,,Não,,Não,,,Não,NULL,Não,NULL,Sim,,Termo de Doação,7.190.00/2019,2019-12-12,Doado em 12/12/2019. Termo de doação nº .,NULL,NULL,Isento,Não,NULL,,Rogério Cardoso,BENEFICIÁRIO,Sim,Sim,Sim,2020-06-25,Emitida,Direta,NULL,NULL,NULL,,Sim
7.0263/2019,NULL,2019NE570749,COMERCIAL LICITA LTDA,15.513.036/0001-46,2019,152161 - 15.244.1025.7k66.0022 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - No Estado do Piauí,37440004PI2 - EMENDA - REJANE DIAS,59570.000866/2019-17,NULL,Carreta Agrícola em madeira 4T,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,REJANE DIAS,Não,09/2019 - 7ª SR,7980,PI,Teresina,-5.090657,-42.800133,OBRA KOLPING ESTADUAL DO PIAUÍ,06.683.692/0001-04,,,NULL,,Sim,,Pago,Não,,Não,,Não,,,Não,NULL,Não,NULL,Sim,,Termo de Doação,7.131.00/2020,2021-04-15,Doado em 15/04/2021,NULL,NULL,Isento,Não,NULL,,Rogério Cardoso,BENEFICIÁRIO,Sim,Sim,Sim,2021-04-15,Emitida,Direta,NULL,NULL,NULL,,Sim
7.0349/2019,NULL,2019NE570917,COMERCIAL LICITA LTDA,15.513.036/0001-46,2019,152161 - 15.244.1025.7k66.0022 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - No Estado do Piauí,37440004PI2 - EMENDA - REJANE DIAS,59570.001809/2019-55,NULL,Picadeira ensiladeira,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,REJANE DIAS,Não,04/2019 - 3ª SR,7300,PI,Teresina,-5.090657,-42.800133,OBRA KOLPING ESTADUAL DO PIAUÍ,06.683.692/0001-04,,,NULL,,Sim,,Pago,Não,,Não,,Não,,,Não,NULL,Não,NULL,Sim,,Termo de Doação,7.131.00/2020,2021-04-15,Doado em 15/04/2021. ,NULL,NULL,Isento,Não,NULL,,Rogério Cardoso,BENEFICIÁRIO,Sim,Sim,Sim,2021-04-15,Emitida,Direta,NULL,NULL,NULL,,Sim
7.0327/2019,NULL,2019NE570867,AGROINDUSTRIAL FREITAS LTDA EPP,21.344.856/0001-54,2019,157333 - 15.244.2029.7k66.0001 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - Nacional,"MDR-PLN18 - PLN/18 - LEI Nº 13.888, 17/10/2019",59570.001809/2019-55,TED 060/2019 - SRDU,Roçadeira hidráulica articulada,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,FÁBIO ABREU,Não,04/2019 - 3ª SR,4896,PI,Teresina,-5.090657,-42.800133,ASSOCIAÇÃO DOS PEQUENOS PRODUTORES RURAIS DO POVOADO AVE VERDE - ASPROVERDE,15.081.296/0001-90,Raimundo (presidente) 99403-2372,,NULL,,Sim,,Pago,Não,,Não,,Não,,,Não,NULL,Não,NULL,Sim,,Termo de Doação,7.033.00/2021,2021-08-16,Doado em 16/08/2021. Termo de doação nº  ,NULL,NULL,Isento,Não,NULL,,Rogério Cardoso,BENEFICIÁRIO,Sim,Sim,Sim,2021-09-06,Emitida,Direta,NULL,NULL,NULL,,Sim
7.0404/2019,NULL,2019NE571014,ARAÚJO & ARAÚJO - COMÉRCIO DE MÁQUINAS LTDA,07.334.738/0001-34,2019,110375 - 08.244.2012.20GD.0001 - Fortalecimento e Dinamização da Agricultura Familiar - Nacional,020GD108012 - TED CIDADANIA,59570.001679/2019-51,TED 09/2019-MCIDAD,"Trator Agrícola 95 CV, 4x4",Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,MINISTÉRIO DA CIDADANIA,Não,04/2019 - 8ª SR,117226.5,CE,Tianguá,NULL,NULL,PREFEITURA MUNICIPAL DE TINGUÁ,NULL,,,NULL,,Sim,,Pago,Não,,Não,,Não,,,Não,NULL,Não,NULL,Sim,,Termo de Doação,7.179.00/2020,2021-02-01,Doado em 01/02/2021. ,NULL,NULL,Isento,Não,NULL,,,BENEFICIÁRIO,Sim,Sim,Sim,2021-02-01,Emitida,Direta,NULL,NULL,NULL,,Sim
7.0399/2019,NULL,2019NE571007,KOHLER IMPLEMENTOS AGRICOLAS LTDA,92.264.472/0001-70,2019,110375 - 08.244.2012.20GD.0001 - Fortalecimento e Dinamização da Agricultura Familiar - Nacional,020GD108012 - TED CIDADANIA,59570.001809/2019-55,TED 09/2019-MCIDAD,Arado reversível - 03 discos,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,MINISTÉRIO DA CIDADANIA,Não,04/2019 - 3ª SR,9600,CE,Tianguá,NULL,NULL,PREFEITURA MUNICIPAL DE TINGUÁ,NULL,,,NULL,,Sim,,Pago,Não,,Não,,Não,,,Não,NULL,Não,NULL,Sim,,Termo de Doação,7.179.00/2020,2021-02-01,Doado em 01/02/2021. ,NULL,NULL,Isento,Não,NULL,,,BENEFICIÁRIO,Sim,Sim,Sim,2021-02-01,Emitida,Direta,NULL,NULL,NULL,,Sim
7.0188/2019,NULL,2019NE570553,CNH INDUSTRIAL BRASIL LTDA,01.844.555/0023-98,2019,152161 - 15.244.1025.7k66.0022 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - No Estado do Piauí,37440004PI2 - EMENDA - REJANE DIAS,59570.001193/2019-12,NULL,"Trator agrícola 75 CV, 4x4",Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,REJANE DIAS,Não,04/2018 - 3ª SR,78000,PI,União,-4.58570899999999959,-42.85828499999999508,ASSOCIAÇÃO DOS PRODUTORES RURAIS DA COMUNIDADE DE SANTA ISABEL,12.422.752/0001-20	,,,NULL,,Sim,,Pago,Sim,HCCZTT75HJCG83057,Não,,Não,,,Não,NULL,Não,NULL,Sim,,Termo de Doação,7.130.00/2020,2021-01-29,Doado em 29/01/2021. Termo de Doação nº  ,NULL,NULL,Isento,Não,NULL,,Rogério Cardoso,BENEFICIÁRIO,Sim,Sim,Sim,2021-01-29,Emitida,Direta,NULL,NULL,NULL,,Sim
